ds,yhat,yhat_lower,yhat_upper,trend,weekly,yearly
2022-01-01,59.0,54.0,64.0,63.31220352,0.1624812414719222,-0.0004965102399983935
2022-01-02,47.0,43.0,52.0,63.32425476275362,0.16470208535613295,-0.0013220822398127927
2022-01-03,43.0,39.0,48.0,63.33630600550724,-0.06663573189478031,-0.002185576613054783
2022-01-04,43.0,38.0,48.0,63.34835724826087,-0.07009727824871544,-0.003075138749184583
2022-01-05,44.0,39.0,48.0,63.36040849101449,-0.06471784099024376,-0.003978656761665266
2022-01-06,43.0,39.0,48.0,63.37245973376811,-0.06426312399993298,-0.0048839747744854264
2022-01-07,44.0,39.0,48.0,63.38451097652173,-0.061469351693871244,-0.00577909625005367
2022-01-08,47.0,42.0,52.0,63.39656221927536,0.16248124147154377,-0.0066523738884039976
2022-01-09,47.0,43.0,52.0,63.40861346202898,0.16470208535605885,-0.007492683170243465
2022-01-10,43.0,39.0,47.0,63.4206647047826,-0.06663573189478814,-0.008289577200676069
2022-01-11,43.0,38.0,48.0,63.432715947536224,-0.07009727824873313,-0.00903342111783276
2022-01-12,43.0,38.0,48.0,63.44476719028986,-0.0647178409902308,-0.009715504942280224
2022-01-13,53.0,48.0,57.0,63.45681843304348,-0.06426312399999727,-0.010328134340922532
2022-01-14,104.0,99.0,109.0,63.4688696757971,-0.061469351694217675,-0.010864699346255915
2022-01-15,56.0,52.0,61.0,63.48092091855072,0.16248124147161666,-0.011319721593149586
2022-01-16,47.0,42.0,51.0,63.49297216130435,0.16470208535579112,-0.011688881097444604
2022-01-17,43.0,38.0,47.0,63.50502340405797,-0.06663573189494773,-0.011969023993504493
2022-01-18,43.0,38.0,47.0,63.517074646811594,-0.07009727824875081,-0.01215815296270259
2022-01-19,43.0,38.0,48.0,63.529125889565215,-0.06471784099025286,-0.012255402317428573
2022-01-20,43.0,39.0,48.0,63.541177132318836,-0.06426312400006157,-0.012260999852860584
2022-01-21,43.0,39.0,48.0,63.553228375072464,-0.06146935169422149,-0.012176217642683842
2022-01-22,47.0,42.0,51.0,63.565279617826086,0.16248124147188647,-0.012003313938575217
2022-01-23,47.0,42.0,52.0,63.57733086057971,0.16470208535591055,-0.011745468243121782
2022-01-24,43.0,39.0,47.0,63.58938210333333,-0.06663573189457045,-0.011406711470247492
2022-01-25,47.0,42.0,51.0,63.60143334608696,-0.07009727824860847,-0.010991852897034058
2022-01-26,52.0,47.0,56.0,63.61348458884058,-0.06471784099024754,-0.010506405357944212
2022-01-27,47.0,43.0,52.0,63.6255358315942,-0.06426312400003209,-0.00995650985025101
2022-01-28,44.0,39.0,48.0,63.63758707434782,-0.06146935169406395,-0.009348860421764906
2022-01-29,47.0,42.0,52.0,63.64963831710145,0.1624812414721563,-0.008690629912554804
2022-01-30,47.0,43.0,52.0,63.66168955985507,0.16470208535629385,-0.007989396835021971
2022-01-31,43.0,39.0,48.0,63.67374080260869,-0.06663573189473007,-0.00725307341372701
2022-02-01,43.0,39.0,48.0,63.68579204536231,-0.07009727824862616,-0.006489834579640438
2022-02-02,44.0,39.0,48.0,63.69784328811594,-0.06471784099024985,-0.005708047531965249
2022-02-03,44.0,39.0,48.0,63.70989453086956,-0.06426312400019016,-0.004916201352627654
2022-02-04,44.0,39.0,49.0,63.72194577354524,-0.061469351694571725,-0.004122836088551216
2022-02-05,47.0,43.0,52.0,63.73399701622092,0.16248124147203222,-0.0033364707084578794
2022-02-06,48.0,43.0,52.0,63.746048258896586,0.1647020853562197,-0.0025655293936532714
2022-02-07,44.0,39.0,48.0,63.75809950157226,-0.06663573189473784,-0.0018182657343872185
2022-02-08,44.0,39.0,48.0,63.770150744247935,-0.07009727824856384,-0.001102684569612855
2022-02-09,44.0,39.0,49.0,63.78220198692361,-0.06471784099025217,-0.0004264614217092635
2022-02-10,44.0,39.0,49.0,63.79425322959929,-0.06426312399992415,0.00020314027089105084
2022-02-11,44.0,40.0,49.0,63.80630447227496,-0.06146935169441419,0.0007793536411796283
2022-02-12,48.0,43.0,52.0,63.81835571495064,0.16248124147230203,0.0012959938255359086
2022-02-13,62.0,57.0,66.0,63.83040695762631,0.164702085355952,0.001747543268802253
2022-02-14,75.0,70.0,79.0,63.842458200301984,-0.06663573189489747,0.002129235547171238
2022-02-15,58.0,53.0,62.0,63.854509442977665,-0.07009727824874445,0.002437136094560178
2022-02-16,44.0,39.0,48.0,63.86656068565333,-0.0647178409902392,0.002668217997431642
2022-02-17,44.0,40.0,49.0,63.878611928329015,-0.06426312400008222,0.0028204308519249534
2022-02-18,45.0,40.0,49.0,63.89066317100468,-0.06146935169441802,0.0028927605665992717
2022-02-19,48.0,43.0,53.0,63.90271441368036,0.16248124147237492,0.0028852779522055916
2022-02-20,48.0,43.0,53.0,63.91476565635604,0.1647020853556843,0.0027991739732716367
2022-02-21,44.0,40.0,49.0,63.92681689903171,-0.06663573189490525,0.002636779648479727
2022-02-22,44.0,39.0,48.0,63.93886814170739,-0.07009727824868212,0.0024015687791540345
2022-02-23,44.0,40.0,49.0,63.950919384383056,-0.06471784099024153,0.0020981419558737543
2022-02-24,44.0,40.0,48.0,63.96297062705874,-0.06426312400005274,0.0017321906377292405
2022-02-25,44.0,40.0,49.0,63.97502186973441,-0.06146935169426048,0.0013104405100947227
2022-02-26,48.0,43.0,52.0,63.98707311241008,0.16248124147179954,0.0008405737948611806
2022-02-27,48.0,43.0,52.0,63.99912435508576,0.16470208535664826,0.00033113070008643566
2022-02-28,44.0,39.0,49.0,64.01117559776144,-0.06663573189521668,-0.00020860926020733865
2022-03-01,44.0,39.0,49.0,64.02322684043712,-0.0700972782486998,-0.000768764786425766
2022-03-02,44.0,40.0,49.0,64.03527808311279,-0.0647178409902362,-0.0013390073068869951
2022-03-03,44.0,40.0,49.0,64.04732932578845,-0.06426312399988049,-0.0019087300986181627
2022-03-04,44.0,40.0,49.0,64.05938056846414,-0.061469351694264304,-0.0024672291272115907
2022-03-05,48.0,43.0,53.0,64.0714318111398,0.1624812414718724,-0.0030038922676920298
2022-03-06,48.0,43.0,52.0,64.08348305381548,0.1647020853565741,-0.0035083931876196727
2022-03-07,56.0,51.0,61.0,64.09553429649115,-0.06663573189522448,-0.00397088587534434
2022-03-08,70.0,66.0,74.0,64.10758553916683,-0.07009727824863748,-0.004382195593421399
2022-03-09,56.0,51.0,60.0,64.11963678063732,-0.06471784099025062,-0.004734001938707391
2022-03-10,44.0,39.0,49.0,64.13168802210781,-0.06426312399994479,-0.005019009703763152
2022-03-11,44.0,40.0,49.0,64.14373926357831,-0.06146935169394544,-0.005231103362436614
2022-03-12,48.0,43.0,52.0,64.1557905050488,0.16248124147214224,-0.0053654812462912635
2022-03-13,48.0,43.0,53.0,64.1678417465193,0.16470208535630643,-0.005418765834929902
2022-03-14,44.0,39.0,48.0,64.17989298798979,-0.06663573189469538,-0.0053890870457514355
