ds,yhat,yhat_lower,yhat_upper,trend,weekly,yearly
2022-01-01,25.0,19.0,31.0,2.11840344,3.2414579599910294,0.3080617316004056
2022-01-02,21.0,15.0,27.0,2.155067124173913,3.203172283884958,0.11647266664134023
2022-01-03,19.0,13.0,25.0,2.191730808347826,-1.282360290270058,-0.07638805556547021
2022-01-04,19.0,13.0,25.0,2.228394492521739,-1.3288199299534043,-0.26739180552963526
2022-01-05,19.0,13.0,25.0,2.265058176695652,-1.3432025367955436,-0.4535316824149661
2022-01-06,19.0,13.0,25.0,2.301721860869565,-1.2855514899987524,-0.6320022762641513
2022-01-07,19.0,13.0,25.0,2.3383855450434785,-1.2046959968480706,-0.800272907647934
2022-01-08,20.0,15.0,27.0,2.375049229217391,3.241457959983889,-0.9561522645488187
2022-01-09,20.0,14.0,27.0,2.4117129133913044,3.2031722838835455,-1.0978426148116105
2022-01-10,19.0,12.0,25.0,2.4483765975652174,-1.2823602902699986,-1.2239820837153068
2022-01-11,19.0,13.0,25.0,2.4850402817391304,-1.3288199299539456,-1.3336738409874156
2022-01-12,19.0,13.0,24.0,2.5217039659130434,-1.343202536795516,-1.4265014293170808
2022-01-13,24.0,17.0,30.0,2.5583676500869568,-1.285551489999952,-1.5025298757511913
2022-01-14,30.0,24.0,36.0,2.5950313342608693,-1.2046959968550173,-1.5622926461489828
2022-01-15,26.0,19.0,32.0,2.6316950184347827,3.241457959985248,-1.606764918820982
2022-01-16,21.0,15.0,27.0,2.6683587026086957,3.2031722838781365,-1.6373240543209633
2022-01-17,20.0,14.0,25.0,2.705022386782609,-1.282360290273139,-1.6556985123530223
2022-01-18,20.0,14.0,26.0,2.7416860709565216,-1.328819929954487,-1.663906802880107
2022-01-19,20.0,15.0,26.0,2.778349755130435,-1.3432025367955944,-1.6641883469836443
2022-01-20,20.0,15.0,26.0,2.815013439304348,-1.2855514900011515,-1.6589283553696645
2022-01-21,21.0,15.0,27.0,2.851677123478261,-1.204695996855082,-1.6505790018992348
2022-01-22,23.0,17.0,29.0,2.888340807652174,3.2414579599906066,-1.641579271265606
