ds,yhat,yhat_lower,yhat_upper,trend,weekly,yearly
2022-01-01,60.0,56.0,65.0,-45.68309231,0.089786299560649,0.024407965079998446
2022-01-02,48.0,44.0,53.0,-45.69117405394686,0.09204344745464207,0.025034429397420038
2022-01-03,44.0,39.0,48.0,-45.69925579789372,-0.03967014085398815,0.025380556172645615
2022-01-04,44.0,39.0,48.0,-45.70733754184057,-0.03161944196124972,0.025442554496991475
2022-01-05,44.0,40.0,49.0,-45.71541928578743,-0.041789780569154625,0.025223026148040006
2022-01-06,44.0,39.0,49.0,-45.7235010297343,-0.04099590599996351,0.02473091645686968
2022-01-07,43.0,39.0,48.0,-45.73158277368116,-0.02775447763069514,0.023981305633008355
2022-01-08,48.0,44.0,53.0,-45.739664517628015,0.08978629956047797,0.02299504508894054
2022-01-09,48.0,44.0,53.0,-45.747746261574875,0.09204344745460095,0.021798247431246556
2022-01-10,44.0,40.0,49.0,-45.755828005521735,-0.03967014085399345,0.020421642698373307
2022-01-11,44.0,39.0,49.0,-45.763909749468596,-0.03161944196124689,0.018899817017477647
2022-01-12,44.0,40.0,49.0,-45.77199149341546,-0.04178978056911897,0.017270353025746348
2022-01-13,55.0,50.0,59.0,-45.780073237362316,-0.04099590600000063,0.015572894066112081
2022-01-14,66.0,62.0,71.0,-45.78815498130918,-0.02775447763087674,0.013848156249299564
2022-01-15,59.0,54.0,63.0,-45.79623672525604,0.08978629956050879,0.012136913914787323
2022-01-16,49.0,44.0,53.0,-45.8043184692029,0.09204344745444773,0.010478984781335826
2022-01-17,45.0,40.0,49.0,-45.81240021314975,-0.03967014085407422,0.008912241130791573
2022-01-18,44.0,40.0,49.0,-45.82048195709662,-0.03161944196124407,0.007471672714174546
2022-01-19,45.0,40.0,50.0,-45.82856370104348,-0.04178978056912546,0.006188525722620715
2022-01-20,45.0,40.0,49.0,-45.83664544499034,-0.04099590600003776,0.005089540163605358
2022-01-21,44.0,40.0,49.0,-45.84472718893719,-0.027754477630894392,0.004196305378278956
2022-01-22,49.0,45.0,54.0,-45.85280893288405,0.08978629956066611,0.003524750299620908
2022-01-23,49.0,45.0,54.0,-45.86089067683091,0.09204344745451867,0.0030847814678303517
2022-01-24,45.0,40.0,50.0,-45.86897242077778,-0.03967014085388023,0.002880077887002702
2022-01-25,49.0,45.0,53.0,-45.87705416472464,-0.03161944196119344,0.0029080476322454613
2022-01-26,54.0,49.0,59.0,-45.885135908671494,-0.04178978056912219,0.0031599468131453465
2022-01-27,49.0,45.0,54.0,-45.893217652618354,-0.0409959059999926,0.0036211571847057106
2022-01-28,44.0,40.0,49.0,-45.901299396565214,-0.02775447763079617,0.004271614488630043
2022-01-29,49.0,45.0,54.0,-45.909381140512075,0.08978629956082344,0.005086375620097063
2022-01-30,49.0,45.0,54.0,-45.91746288445893,0.09204344745473254,0.006036309056650638
2022-01-31,45.0,40.0,50.0,-45.925544628405795,-0.03967014085396101,0.0070888897555667135
2022-02-01,45.0,39.0,49.0,-45.933626372352656,-0.03161944196119064,0.008209077011248357
2022-02-02,45.0,40.0,50.0,-45.941708116299516,-0.04178978056915132,0.00936025163761342
2022-02-03,45.0,40.0,49.0,-45.94978986024637,-0.040995906000112006,0.01050518735895524
2022-02-04,44.0,40.0,49.0,-45.957871591910184,-0.027754477631093635,0.011607030494429939
2022-02-05,49.0,44.0,53.0,-45.965953323574,0.08978629956072777,0.012630261926696295
2022-02-06,49.0,45.0,54.0,-45.97403505523782,0.0920434474546914,0.013541615953591653
